V_{TAS},\alpha,\theta,q
0.0,0.0,0.0,0.00848401436292381
0.0002695899383907329,0.0010162143510268375,0.0010168405326871697,0.011717192101563665
0.00035703652094603265,0.00217227393524765,0.00231701660018958,0.014158715670706399
0.0001204266280069675,0.0033819836251397653,0.0038242421079572302,0.015870657569377698
-0.0005819620221690601,0.004575969232128541,0.005469600876861528,0.0169365610202122
-0.0018850140911464241,0.005701211606631544,0.00719319524281307,0.01745183416029556
-0.003911909340983986,0.006719864339168017,0.008944940857157437,0.01751625387958449
-0.006770870085730658,0.00760761587382017,0.010684706405828229,0.017228292019815537
-0.010553333587751958,0.00835179068999252,0.012381959646654785,0.016680844736926232
-0.015333343925131719,0.008949322844722255,0.014015038800261032,0.015957939741178324
-0.02116794977663614,0.009404683090886353,0.015570127549479217,0.015132046896803617
-0.028098372830376087,0.00972781151494445,0.017039985002959782,0.014261883507192617
-0.03615166057524459,0.00993212756495004,0.01842249771826059,0.013391188451362866
-0.04534248821000588,0.010032765329450593,0.019719199111839013,0.012549500120870624
-0.05567481476088402,0.010045255313901921,0.020934002484595707,0.011755704969651134
-0.06714329673766709,0.009984827401030724,0.02207240207109304,0.011023528955285201
-0.07973463532039357,0.009866281439395394,0.023141212244434814,0.010366221766661556
-0.09342913785318267,0.009704095385450398,0.024148614179390612,0.00979769151547039
-0.10820258331065202,0.009512374070138508,0.025104117983720833,0.009329948472542928
-0.12402821091683808,0.00930445217234598,0.026018176873936216,0.00896920898457137
-0.14087857560101,0.009092223905301497,0.026901445509650054,0.008712927820597603
-0.15872708189947674,0.008885386139947946,0.027763831019008957,0.008548676085730036
-0.17754902840933962,0.008690811249146944,0.028613545412345655,0.008455416632113012
-0.1973220029269675,0.008512303548970068,0.0294564322266327,0.00840779401527917
-0.2180256315276217,0.0083509548088769,0.030295854637582522,0.008382784258483206
-0.23964098759312544,0.008206079937127277,0.031133253513535387,0.008365765817392491
-0.2621501569252761,0.008076362300764098,0.03196912389012486,0.008352238379020108
-0.28553629042628165,0.007960656800594853,0.03280387334552233,0.008343863310334416
-0.30978404447855634,0.007858105702460672,0.03363810012665949,0.008341605119378375
-0.33487998433028693,0.00776768245942469,0.03447223907370637,0.008340744534325104
-0.36081254196584206,0.007687636665396196,0.035305948691866006,0.008330967094886938
-0.38757140874746693,0.007615340695277418,0.036137765520772344,0.008301271774144806
-0.41514661264625474,0.007547743259705345,0.03696535861905796,0.008246290182738527
-0.4435277567933318,0.007482201317634548,0.03778629972092364,0.008169578344025668
-0.4727037856904101,0.007417189007214826,0.03859890328692876,0.00808167715065616
-0.5026632621991509,0.0073524926680574995,0.03940267011512682,0.007994755798070236
-0.5333948362611212,0.007288881561961365,0.04019818639173396,0.007917740919028755
-0.5648876001701705,0.007227544028305334,0.04098667600601166,0.007854431333652627
-0.5971312320987466,0.007169601067755967,0.041769514902171886,0.007804384144316187
-0.6301159940600718,0.00711584344569891,0.042547904745257756,0.007764901244371621
-0.6638326833692697,0.0070666710171692635,0.043322737249140195,0.007732693234651426
-0.6982725903471334,0.007022142391398081,0.044094584567802644,0.007704734041069297
-0.7334274660800676,0.006982056039900398,0.044863740982243556,0.007678496604812105
-0.7692894854984974,0.00694602503744616,0.04563027235337908,0.007651927141628129
-0.8058511959529379,0.006913537954508311,0.04639406021421988,0.007623385384799756
-0.8431054520170458,0.0068840093693914835,0.04715484135804452,0.007591614086864184
-0.8810453430837827,0.006856822979505196,0.047912245238074525,0.007555720209506201
-0.919664120493569,0.006831367514291299,0.04866582900249317,0.007515143994285989
-0.9589551284997486,0.006807064719055274,0.049415108609430186,0.007469612821390489
-0.9989117410542626,0.0067833895663467975,0.05015958503073788,0.007419091706366797
-1.039527305444776,0.006759884001497859,0.05089876581946576,0.007363741070489112
-1.080795094420719,0.006736165468325742,0.05163218270714558,0.007303877096316018
-1.1227082696202535,0.0067119296963408645,0.05235940450563084,0.007239912677478641
-1.1652598580201121,0.006686945428571671,0.05308004244050794,0.00717226519520398
-1.208442735972778,0.0066610415943660515,0.053793746426263944,0.0071012849835596645
-1.2522496021791716,0.006634100195218825,0.05450020200080084,0.007027380679254099
-1.2966729126987244,0.006606088941302731,0.05519915990445361,0.006951588130066338
-1.3417047705847431,0.006577177796588307,0.05589054876352891,0.006876643962558435
-1.3873368262032761,0.0065479504593671575,0.05657470247602174,0.0068080616736862515
-1.4335603255103189,0.00651962880649404,0.05725264928235006,0.006754050178439183
-1.480366455754217,0.0064941219573706405,0.057926285743401446,0.006723159052271121
-1.5277469924461646,0.006473709439100446,0.05859820590826764,0.006719968542827131
-1.5756949931563569,0.006460360833501568,0.059271096208646686,0.006741296047342606
-1.6242051481701978,0.006454987637757983,0.05994690771867189,0.006775973940695715
-1.6732735824018956,0.0064570434079607485,0.060626227767625454,0.0068088551220083
-1.7228972536054818,0.006464685011590771,0.06130816824055466,0.006826512843263695
-1.7730732603786148,0.006475377969218559,0.06199077318502628,0.006821512566770812
-1.8237982767510048,0.0064866679129933205,0.0626717241780755,0.006794122655868791
-1.87506818463506,0.006496893481784128,0.06334911149704196,0.006752100205742663
-1.9268779529209494,0.006505712284425686,0.06402211635563484,0.00670914765877665
-1.979221860230642,0.006514323410798719,0.06469146410560657,0.006681766243168357
-2.03209411478719,0.006525250973734269,0.06535947190510213,0.006684343079961144
-2.0854897352064454,0.006541640739637972,0.06602956271798774,0.006723760278254506
-2.1394053632226826,0.006566238644442633,0.06670531849079162,0.006796030131478925
-2.193839655661304,0.006600421642264447,0.0673893889514645,0.0068869949786163325
-2.248793061034276,0.006643691349667502,0.06808269335901122,0.006977361864136418
-2.304267055323816,0.00669388066354482,0.06878427281763154,0.007050185307639083
-2.3602631942895793,0.006747997818568524,0.06949186777681145,0.0070971863986368875
-2.4167824532240245,0.006803287902793743,0.07020291771609954,0.0071204111292616935
-2.4738251483395506,0.006857957109981278,0.07091543790004243,0.007128235967414796
-2.5313913549247946,0.006911203566322294,0.07162830496476304,0.007128240176118961
-2.589481400317297,0.00696263648134867,0.07234086462006684,0.007121627535584676
-2.6480959829276727,0.007011551164000535,0.07305221814801777,0.0071027081998446
-2.7072357978966757,0.0070565566065570375,0.07376070921153616,0.007062951756776558
-2.7669009220078156,0.0070957186125250845,0.07446389808061156,0.006995939821944861
-2.827090289757099,0.007127016382611304,0.0751589318804165,0.006899996095953967
-2.887801402448293,0.007148807133637174,0.07584303094745475,0.006778059684045464
-2.9490302088282703,0.007160137495243649,0.07651388850106684,0.006636435816351592
-3.010771050011539,0.007160925870968821,0.07716996020817771,0.006484019938701407
-3.0730166638084757,0.007152096699451675,0.07781071248252364,0.006332119987224121
-3.1357583745167936,0.007135651482375668,0.07843683336433165,0.006193590283880125
-3.198986608929409,0.007114526113936786,0.07905026420206553,0.0060799715308122474
-3.262691700740497,0.007092081725258364,0.07965385485725437,0.005997110835437863
-3.3268646775209145,0.00707128994077839,0.08025061033630153,0.005941975325350672
-3.3914976397738927,0.0070539553884348205,0.08084280225113473,0.005903471042983319
-3.4565835923395913,0.00704037348009521,0.0814313751271468,0.0058671685427507045
-3.5221159470395644,0.007029551821809781,0.08201589738364878,0.0058207834890506086
-3.588088037015942,0.007019781169339271,0.08259495784333715,0.005757228292954367
-3.654492830789341,0.007009216656408048,0.08316670245902316,0.005674480877833021
-3.721322823928149,0.00699625144934975,0.08372925256988466,0.005573699856937024
-3.788569986214401,0.006979669054560321,0.0842809282886088,0.005457494588295866
-3.8562256796371774,0.006958686382753893,0.08482035198180127,0.0053292938211977215
-3.9242806033695343,0.006932967209450998,0.08534651927548109,0.005193042006628675
-3.992725005448023,0.00690248357318564,0.085858755203767,0.005050638815806457
-4.0615494791264615,0.00686681548198757,0.08635616567215368,0.004893900519511267
-4.130746380475853,0.0068233619650974724,0.0868359682771222,0.004690487250386384
-4.200311105991147,0.006764369983951991,0.08729034646269732,0.004370251599416487
-4.270241499961251,0.00667383245323593,0.08770252480767958,0.003826194502047922
