\beta,\phi,p,r
0.0,0.0,0.0,0.0
0.00011742752383828467,0.0010220550982363468,0.0016538984287857127,-0.00010942171443391742
0.0003980956004985954,0.0035742713892755527,0.0027004347659105856,-0.00025601994770294625
0.0008800300464548845,0.007082376578159672,0.0033433805138529883,-0.00041486738031763223
0.0015709911860341391,0.011166930004695194,0.00372113599666341,-0.0005669635322638304
0.002456571361703793,0.015579168715232988,0.003925100666048305,-0.0006980342698329773
0.003506530927649425,0.02015536126971636,0.004013741231654477,-0.0007977640369486799
0.004680038313975629,0.024785317555648962,0.004023139527653453,-0.0008594086667841126
0.005930245483780217,0.029391359244828094,0.003974891912771411,-0.0008795559634930507
0.007208228946465952,0.033916065298895355,0.0038840804276801624,-0.0008576318649955505
0.008465901496038566,0.038321001347387564,0.003771002708401917,-0.00079479951661953
0.009657369876999052,0.04260212926023792,0.0036784630829163004,-0.0006922815864386029
0.010738671501335876,0.04682662092088276,0.0036903161939608846,-0.0005497867563937886
0.011666874970104817,0.0511854093109271,0.0039370407667608945,-0.00036531335631459245
0.012400709407797878,0.05603521715168965,0.004568533973943865,-0.00013752343032196726
0.0129051768219542,0.06188637990875489,0.005688171889478908,0.0001295339336790499
0.013160783976973223,0.0693049424646005,0.0072781730661806215,0.00042206227110638676
0.013174165779837188,0.07875087713447569,0.009173740899417401,0.0007165943414355701
0.012983771963122104,0.09043315075672545,0.011119380545319442,0.0009861861203232522
0.012655762231386638,0.10426439082138689,0.012874362064059851,0.0012094191116858368
0.012271146340082754,0.1199310929217554,0.014295678127026337,0.0013765079108148863
0.011910332808559007,0.13702299999335063,0.015355376281944746,0.0014895568144955545
0.01164141384731298,0.1551481306447831,0.016104289482841146,0.0015584794898661648
0.011514807603682817,0.17399376993341012,0.016621335041513075,0.0015960714631788053
0.011563091066618847,0.19333603376689645,0.01697794884603786,0.001614706622537884
0.011803314845386012,0.21302160042145227,0.01722474095083982,0.0016251317096549606
0.012239621610051992,0.23294367417638656,0.017392966106841323,0.0016365689682815597
0.01286525764984473,0.25302337725593077,0.017501069484264963,0.001657162293399663
0.013664028577052262,0.2731985981719779,0.017560550143092244,0.001694206650001159
0.014611614977561959,0.29341830355591375,0.017579596280892274,0.0017540417074764496
0.015677097901713455,0.31363993714417226,0.017564961308443615,0.0018417404308730162
0.016824813467284056,0.33382830849662404,0.0175227632338433,0.001960785918909979
0.018016436224967857,0.3539550122738571,0.017458679544834984,0.0021128996152331822
0.019213056686885707,0.37399797538664464,0.017378080586352363,0.0022981039184690336
0.020377019042803205,0.3939413351122661,0.017286503453298126,0.002514971262677207
0.02147342041211302,0.41377599766181666,0.017190271822347798,0.0027609099163560242
0.022471336144671623,0.43350073864650945,0.017096730517183103,0.0030323576429284274
0.023344904498950603,0.4531232141471996,0.017013859056044345,0.003324860653399898
0.02407434936518446,0.4726602252947491,0.016949400315411072,0.003633114122833949
0.024646878099679675,0.4921368166543508,0.01690974553698976,0.003951101857147886
0.025057241082391702,0.5115841255876523,0.01689896324829454,0.004272448992262936
0.025307730151215454,0.5310364282733318,0.01691844653247243,0.004590934160067476
0.025407601331476362,0.5505281841956442,0.016967207976318795,0.00490093224078383
0.025372161926212475,0.5700915502687098,0.017042280805676227,0.005197596285275527
0.02522181688579518,0.5897541856523117,0.01713879474303453,0.005476812240306393
0.024981182344789,0.6095370218472298,0.017249928033547572,0.005735142471520219
0.024678126412099353,0.6294521924811066,0.017367345856547423,0.0059699569241988305
0.024342508581856374,0.6495019707266633,0.017482544519087064,0.006179761334847353
0.024004543081655335,0.6696796631839461,0.01758877953335754,0.006364522967404318
0.02369298645690002,0.6899725713889685,0.017682511575828945,0.006525751754851179
0.023433504135469917,0.7103658509810843,0.017763416916996223,0.006666266377648369
0.023247488239000347,0.7308455238210367,0.01783301165747126,0.006789773662968388
0.023151403380761385,0.7513995444258595,0.017892851737798813,0.006900430776755528
0.023156593086096286,0.7720170751750056,0.017943369341834423,0.007002488469699632
0.023269410164442887,0.7926870506225419,0.017983816265042925,0.007100061125989824
0.02349150197203402,0.8133972155936359,0.01801304721498706,0.00719703980213735
0.023820109178804852,0.8341342307834887,0.01803046515685499,0.0072971017242655966
0.02424834202935661,0.8548846576810764,0.018036527989930027,0.007403714826160156
0.024765510206142892,0.8756361519839758,0.018032605446972508,0.007520054953416056
0.02535762832447104,0.8963781924811512,0.018020371725470642,0.007648816034521977
0.026008192312039956,0.9171020436427911,0.018001165971801247,0.0077919556785526695
0.02669922618881923,0.9378001957853331,0.01797579863760872,0.007950481125512093
