V_{TAS} - V_0,\alpha,\theta,q
-0.38527422965419067,0.019437435930658057,0.06105768454359,0.024370535762118315
-0.424817364915668,0.019552490334816607,0.06350001653347719,0.024464321583485903
-0.4665571621218572,0.019661218551881215,0.06594810590466538,0.02448495088415378
-0.5105006989172609,0.019757655551768602,0.06839461004871313,0.024433736208289005
-0.5566530358373046,0.01983717587707561,0.0708327561846846,0.02431962276394546
-0.6050168717596385,0.01989674124339877,0.07325684496814729,0.02415479363341022
-0.65559217125531,0.019934917301560665,0.0756624877652217,0.023953092716244913
-0.7083760828473898,0.019951714519172773,0.07804667401977156,0.02372764333045823
-0.7633632397446389,0.01994810924045227,0.08040750743465393,0.023486888692130607
-0.8205460878370785,0.019925338192769638,0.08274360452763947,0.023232718271533816
-0.879914762851219,0.019884455655413708,0.08505358125214418,0.02296445025413571
-0.9414564845263959,0.01982662474483374,0.0873361921159411,0.022687039050818765
-1.0051549853423698,0.019754067980391435,0.08959124606786881,0.02241716458028992
-1.070990600222842,0.019671032366713786,0.0918207874989146,0.022181906563537093
-1.1389413541361977,0.019583982354016056,0.09402972064063853,0.02200918538202353
-1.2089850221122445,0.01950048736870549,0.09622516796134442,0.02191262757265443
-1.2811017450055986,0.019426728642004634,0.09841423440778546,0.02187583599967881
-1.355276280994323,0.01936419012092542,0.10060047405352217,0.02184366249252158
-1.4314986060790484,0.0193068332330087,0.10278019115940357,0.021728945859109255
-1.5097618836833122,0.019240429821925,0.10494035970538577,0.021437926184179154
-1.5900580456570281,0.0191451194668517,0.10705971579832635,0.02090569123861056
-1.6723726655126847,0.019000626709682087,0.10911314732263282,0.020123143025011666
-1.7566811792990782,0.018791991435689735,0.11107768426062843,0.019140569661430663
-1.8429474781380148,0.018513464259006535,0.11293763364304824,0.018048632634239187
-1.9311245807058153,0.018169463431832674,0.11468721804968313,0.016950228144943985
-2.0211566228806364,0.01777294302347357,0.11633050651849816,0.015935959804055422
-2.1129816958179877,0.017342127038847473,0.11787927435266835,0.015067080245061861
-2.2065353359407442,0.016896371719708547,0.11934944742392774,0.014363672879069636
-2.301754254962355,0.016451642884144566,0.12075656302305045,0.013796989626532181
-2.398579340393365,0.01601625875048908,0.12211081841481064,0.01329000571661327
-2.496956470034894,0.015588140086747589,0.12341291347913852,0.012734290302237886
-2.5968338091396674,0.015155366027183488,0.124652674419478,0.012029254046065167
-2.698155723468729,0.014701431005822373,0.12581248527633695,0.011136093443558842
-2.8008561446260076,0.01421434409989937,0.12687571604122322,0.010117079289489607
-2.9048559228833226,0.013695418095506767,0.12783683079273395,0.009124752019963319
-3.010066727778795,0.013162368556551361,0.1287074949451116,0.00833592646837942
-3.116399319093618,0.012644507468418316,0.12951487757326502,0.007871974692094325
-3.2237710149691097,0.012173292681171182,0.13029366442722382,0.007760859975275234
-3.3321087741136335,0.011774383037625546,0.13107741903281428,0.007960795338777141
-3.4413485221361007,0.011465247703877978,0.13189432895753325,0.008415883522872376
-3.551434205218571,0.0112575561492007,0.13276806706462202,0.009094959559632392
-3.6623195525792895,0.011160183401840282,0.13372039918089604,0.009986231419953933
-3.7739726032061602,0.011179053977078019,0.13477137203710005,0.011059413075165545
-3.8863802642808434,0.011313388404112137,0.13593557074878404,0.012231922525933202
-3.9995497959014243,0.011551178829033457,0.13721650329583737,0.013367961643750197
-4.113506138165861,0.011867287162942719,0.13860264826195431,0.014309911300458382
-4.228286168990497,0.012225588932446735,0.1400673922216775,0.014920352233671864
-4.343931651739676,0.012584316942180467,0.1415728085367102,0.015114478093906562
-4.460482267865371,0.012902725668351404,0.14307580802199268,0.014874758152530157
-4.577969739327152,0.01314723996643896,0.1445348600202299,0.014248110588320931
-4.696413752226949,0.013295732892772931,0.14591570820556587,0.013329477456407963
-4.815819970357894,0.013339247502192866,0.14719501390095988,0.012237995643589301
-4.936180030926828,0.01328117878654461,0.1483615202183654,0.011092186918735496
-5.05747320081268,0.013134405884989358,0.14941487581665647,0.009988450117838579
-5.179669085119309,0.012917139208966257,0.15036261918439925,0.008986493601281887
-5.302730361220874,0.012648596494518362,0.15121626088314113,0.008106850945648152
-5.42661457706598,0.012345865804298008,0.15198784752991215,0.007342816943700958
