time,Dadc1_tas,vane_AoA,Ahrs1_Pitch,Ahrs1_bPitchRate
2626.5,0.0,0.0,0.0,0.00021001023387016708
2626.6,-0.006054245527153057,0.00021601166328190602,8.397933500393641e-06,0.0001523707785753538
2626.7,-0.0137669860983749,0.00043610361054416896,1.1023357714133274e-05,6.18364070748086e-05
2626.8,-0.022445644728634306,0.0006433940545458219,1.0094285889562573e-05,1.8762165009101107e-05
2626.8999999999996,-0.03160517939053875,0.000825694846838353,2.295407429053226e-05,0.00027594863630880283
2627.0,-0.04113590165138703,0.0009821947479426647,0.00010470871262796136,0.0013359908362136476
2627.1,-0.05143483872504362,0.0011378553156603966,0.00037272603213560156,0.0038887244381580507
2627.2,-0.0634813389606137,0.0013617764128663985,0.0010126618346970326,0.008533639115151299
2627.3,-0.07857972742938557,0.0017734361778584155,0.0022470094137146514,0.01538626812300057
2627.3999999999996,-0.09774218631882547,0.0025218858427878024,0.004269631178090034,0.02385363700361274
2627.5,-0.121176984823677,0.0037421101250992143,0.007179582325149363,0.0328116643060789
2627.6,-0.1483320228434053,0.005511135713970929,0.010953453446915165,0.04108323180587107
2627.7,-0.1784472341642811,0.007825806492852335,0.015467417089464369,0.04786462036719048
2627.8,-0.21115763329432014,0.010608484863530247,0.020547274793743315,0.052859868077449725
2627.8999999999996,-0.24676090338640222,0.01373288786722419,0.026015868995397318,0.0561568157429448
2628.0,-0.2860766548303957,0.017057242454711685,0.0317199608129593,0.058019797645265936
2628.1,-0.3299899215637083,0.020451220489498136,0.03753621068263558,0.058735907980926726
2628.2,-0.37887741339271486,0.023806501365152187,0.04336629435137467,0.058550619446201116
2628.3,-0.4322350776081123,0.02703237638578959,0.04913115733424321,0.05766237087722771
2628.3999999999996,-0.48878965571643107,0.03004858338331375,0.05476838417953073,0.05623641444991877
2628.5,-0.547104649561291,0.032785300197665394,0.06023167826801713,0.05441773966557636
2628.6,-0.6063548430679049,0.035190378163460094,0.06549044960503081,0.05233877014220344
2628.7,-0.666778309013381,0.03723762649918291,0.07052801072033357,0.05012174211432335
2628.8,-0.7294389259667611,0.03892923154911221,0.07533824594936715,0.04787619132469802
2628.8999999999996,-0.7954011102667096,0.04028942351195662,0.07992258234301083,0.04569360378710679
2629.0,-0.8649105858072659,0.041353013375615616,0.08428911711825073,0.04364302278821794
2629.1,-0.9372256059639881,0.04215544516732972,0.08845310748170719,0.041770949600939584
2629.2,-1.0112675582640662,0.042728045256220065,0.09243609704663576,0.040105542878265205
2629.3,-1.08653678423984,0.0430968629578027,0.09626280461036144,0.03866185320430267
2629.3999999999996,-1.163491365717917,0.043281415804282054,0.09995780980452457,0.037445324909750055
2629.5,-1.2432040036705985,0.04329413415040874,0.1035440810768318,0.03645348996239985
2629.6,-1.326794849293151,0.04314631053327386,0.10704310941328399,0.03567702508828396
2629.7,-1.4150284155993944,0.042860262956507564,0.11047521599710344,0.03510092757200614
2629.8,-1.5081192665780918,0.04247593015655736,0.11385926182394185,0.03470590456537473
2629.8999999999996,-1.6058405943843042,0.042043187924637584,0.11721183030190464,0.034469764665725856
2630.0,-1.7080119049741995,0.04160682646605328,0.12054655730346765,0.034368364655403584
2630.1,-1.81505924660064,0.04119728718822614,0.12387421957796128,0.03437542898147289
2630.2,-1.928101369779199,0.04083138649009016,0.12720348687490476,0.03446149911840008
2630.3,-2.0483200027799313,0.04051779450952689,0.13054153680617792,0.03459458992315209
2630.3999999999996,-2.175975670439925,0.040261083989845875,0.13389375301576203,0.034744788863567265
2630.5,-2.3097517467220996,0.04006262817211574,0.13726293389892366,0.034890234835260256
2630.6,-2.446859348866184,0.039920524533431,0.14064915623325003,0.035019035724059164
2630.7,-2.583891033199535,0.039830338108405264,0.14405048914897126,0.035125113420611184
2630.8,-2.7181470332064492,0.03978614894222283,0.14746361873611855,0.035201604445263136
2630.8999999999996,-2.848949266848507,0.039781495728176325,0.1508838028051018,0.035237596791913475
2631.0,-2.9783371527158664,0.03981077934470093,0.154304547493039,0.0352208091857716
2631.1,-3.110641341652723,0.0398702604765038,0.15771784512623435,0.035143598058168656
2631.2,-3.250814280747889,0.03995698352679466,0.16111548913990295,0.035006934080305196
2631.3,-3.402220207980662,0.0400670366823907,0.16449086772096944,0.034818359916059624
2631.3999999999996,-3.5653309055758626,0.04019612500238856,0.16784003204542894,0.03458490220855976
2631.5,-3.7382220839948843,0.04034167586269556,0.17116128490928412,0.03430785107510792
2631.6,-3.9181472023244055,0.040502619108864754,0.17445363221842736,0.03398559355305246
2631.7,-4.10277115192271,0.04067545168726752,0.1777153254052653,0.033620633376098844
2631.8,-4.290519358577242,0.04085005087594067,0.1809433854598627,0.03322145796229797
2631.8999999999996,-4.48038735559679,0.04100982455618202,0.18413401840778304,0.03279836693631409
2632.0,-4.671505119947639,0.041137453190077486,0.18728351073784563,0.03236139280730743
2632.1,-4.86257021207426,0.04122354200991479,0.19038957516419303,0.03192361258598221
2632.2,-5.051547923178774,0.041273281153970075,0.19345267229695975,0.0315023635479919
2632.3,-5.2362245803567475,0.04130668768934058,0.19647603735866515,0.03111168693142505
2632.3999999999996,-5.41564790877915,0.04135120889242415,0.1994637011770164,0.03075119613481073
2632.5,-5.591485791615881,0.04143014770081562,0.20241761729570978,0.030402973342823707
2632.6,-5.767967304052917,0.041553015990410294,0.20533615005304226,0.030040900237247998
2632.7,-5.949942327174739,0.04171183428646758,0.20821498178597514,0.029645339299993006
2632.8,-6.140169832352342,0.041884055188340846,0.21104953275095537,0.029212824477680317
