Ahrs1_Roll,Ahrs1_bRollRate,Ahrs1_bYawRate
-0.6036398634724228,0.013382627095297946,-0.053933288990973105
-0.6028973828599943,0.013956810915299975,-0.05536731154881727
-0.6021675273154858,0.01398835684203283,-0.056854426387404546
-0.6015224400478102,0.013132236517837381,-0.05834569913591666
-0.601059103305162,0.011234327244944328,-0.05978859143416051
-0.6008659352027093,0.008581800217605618,-0.06109985679780275
-0.6009756201517379,0.0058940765992947725,-0.0621762282909276
-0.6013398344548477,0.00395429701348623,-0.0629464883018324
-0.6018514214135793,0.0031233207611482726,-0.06341076470706329
-0.602404578703388,0.0030994211488789233,-0.06362805171892556
-0.6029547221294077,0.0031187886996592888,-0.06367955801478367
-0.603533795009811,0.0025454529318985745,-0.0636433626277728
-0.6041963934490053,0.0015612046789349914,-0.06356949265437746
-0.6049101895137022,0.0015571730656918097,-0.06343630377417611
-0.605439641587447,0.004944517524686942,-0.06311796134449939
-0.6052892002026437,0.01429242308305124,-0.0624308555061708
-0.6037649197622,0.030994365798412582,-0.061276833493697926
-0.6001625754880653,0.054180377817125265,-0.05978258478328948
-0.5939998713831522,0.08079997066753275,-0.058289842826967135
-0.5851582160055437,0.10700605624415582,-0.05717422207073255
-0.5738616305151224,0.12979474415721154,-0.056635993377561325
-0.5605434942491753,0.14772488290441357,-0.05661699675220208
-0.5457114636696381,0.16052234416836264,-0.05686899309621424
-0.5298800966721806,0.16826842231280847,-0.05709362649774138
-0.5135624383678186,0.1709577152190826,-0.05705883725578523
-0.49726706305049856,0.16866774000210133,-0.05663499490274123
-0.48146055723470527,0.16198569874220087,-0.05575270199731821
-0.4665034704792592,0.15218734898534308,-0.054335853005630944
-0.4525997496916659,0.14098373325591013,-0.0522784128909352
-0.4397871928098278,0.13004971387412106,-0.04949437201560983
-0.42796386763071226,0.12064639653473734,-0.04599729577375388
-0.41692950369945564,0.11350088418576704,-0.041924089533241886
-0.4064254272239822,0.10892554228088339,-0.03747237929951199
-0.39616711944080507,0.10700019979024268,-0.03282239328525731
-0.3858727772436271,0.10762689301697417,-0.028125471644870705
-0.3752939750459971,0.11045738845001449,-0.02354783005620738
-0.36424563347971906,0.1148814493432711,-0.019291195445257012
-0.35262191051330116,0.12019064061494426,-0.015552819377434529
-0.3403886800637981,0.12580761878032898,-0.012462211897280358
-0.32755886528796924,0.13141018266413104,-0.010050125987872891
-0.31416476858462306,0.13690266850880292,-0.008269378162290624
-0.30023899909707064,0.1422754736697534,-0.007044754340110091
-0.28581136237526733,0.1474243341002833,-0.006314234159763168
-0.2709212456626162,0.15205112777953894,-0.006039947390236876
-0.2556349554820659,0.15574437007638134,-0.0061908778745634885
-0.24005229544493167,0.158196462683358,-0.006712858387823389
-0.2242928122510091,0.159388997089783,-0.007506247915297848
-0.20846748264730966,0.15960912039570735,-0.008426577489789495
-0.19265293384088905,0.15930321060984018,-0.00931088072027233
-0.17688246355829526,0.15888050784057192,-0.010015610055095693
-0.16115450837753945,0.15859756029983094,-0.010440318601155523
-0.14544757139541195,0.15857742186991347,-0.010524580712384705
-0.12973009732571156,0.1588861515038948,-0.01023530189845672
-0.11396520739091719,0.1595360410952908,-0.009567707328382991
-0.0981201531389366,0.1603832423718126,-0.008556927913968098
-0.08218707109215051,0.1610284737715714,-0.00727654225054958
-0.06620883289723536,0.16086899284878242,-0.005810264342113558
-0.050290694847027896,0.15935031988143078,-0.004209358017622269
-0.03457938855426696,0.15629384190465948,-0.0024666862425262344
-0.01921275933250351,0.15206787192210988,-0.0005292361715229315
-0.004268044131204213,0.14745050802599902,0.0016623281734484084
0.0102609040222331,0.14326321298513292,0.004138786707752766
0.024448516193397635,0.14001946826159348,0.0068878255082391515
0.03839900592809173,0.13779560936042895,0.009854966786799792
0.052208849352245366,0.13635557307069873,0.012957433384334674
0.06594722313319305,0.13538601892476837,0.016111496867801254
0.07965563897656469,0.13465649568079244,0.019261933924378083
0.09335727926106573,0.134047269902746,0.022395519686669772
0.10706769371803743,0.13352625754089376,0.025531005451127714
0.12080514967051081,0.13314870560216377,0.028692769276195608
0.13459886604885596,0.1330480645713042,0.03188204606494333
0.1484900110695312,0.13335807145282355,0.03505929414263211
0.16252364299903987,0.1341058185870329,0.038146726792173784
0.17673695862159078,0.13518135278860627,0.04104980852365464
0.19114980112510577,0.13640326633024996,0.04368175825711528
0.20575823627097775,0.13759052834023258,0.045970878121501205
