time,Ahrs1_Roll,Ahrs1_bRollRate,Ahrs1_bYawRate
3290.0,-0.0449582662553703,-0.009741089784813186,-0.0033697093579489646
3290.1,-0.045927917926172325,-0.00971559984024975,-0.0031917715884123917
3290.2,-0.04688675217260206,-0.009614491567670682,-0.0030715069308630827
3290.3,-0.04782636827551984,-0.009426689204954881,-0.0030119327997139202
3290.3999999999996,-0.04873999232162907,-0.009184987178066666,-0.00299662538628599
3290.5,-0.04962635871973974,-0.008952516780828522,-0.002998374945376182
3290.6,-0.05049027480706173,-0.008787122052843118,-0.0029957464526539274
3290.7,-0.05133971787462715,-0.008710316493125377,-0.002985198439197191
3290.8,-0.05218183627478891,-0.008700452017597544,-0.0029802660359188053
3290.8999999999996,-0.05302031661792195,-0.008709524587186615,-0.0030007506486868043
3291.0,-0.05385481119101955,-0.00868672825309,-0.0030619161061800795
3291.1,-0.054681483534127454,-0.008592853431894793,-0.003170613468166103
3291.2,-0.05549375163148588,-0.008403829495377388,-0.003328013257156813
3291.3,-0.05628339497395959,-0.008112544197181982,-0.003534702448632815
3291.3999999999996,-0.05704246417649348,-0.00773328842844913,-0.003793843278535095
3291.5,-0.05776555127398272,-0.007302132067468743,-0.004110127174757833
3291.6,-0.058451396142096365,-0.006868019626766568,-0.00448547628060202
3291.7,-0.05910340589721115,-0.006480600376707661,-0.00491460129134921
3291.8,-0.05972946658330569,-0.006183210298300461,-0.005383619285946362
3291.8999999999996,-0.0603413776008871,-0.00601042322604687,-0.005872561377011996
3292.0,-0.06095365664474838,-0.005984079087820545,-0.006359793968228972
3292.1,-0.06158138390962551,-0.006106286755447737,-0.006826315299283042
3292.2,-0.062237560227223154,-0.006354389768730434,-0.007258904434275245
3292.3,-0.062930983876965,-0.006682968918178853,-0.007651034494253692
3292.3999999999996,-0.06366517426712262,-0.007032498075883804,-0.008000686566427419
3292.5,-0.06443815747890315,-0.0073414299453339596,-0.008306071406737645
3292.6,-0.06524284600008713,-0.007559963695241384,-0.008562415439522528
3292.7,-0.06606832322856769,-0.007663135588587213,-0.00876257686572471
3292.8,-0.06690245789759602,-0.007658672358526992,-0.00890021351531428
3292.8999999999996,-0.06773536404076826,-0.007586470337696896,-0.0089716078674763
3293.0,-0.06856229186812605,-0.007508534728427329,-0.008974997357630115
3293.1,-0.06938454593523155,-0.007486976997018735,-0.008909322226654316
3293.2,-0.07020748374318475,-0.007549353964019658,-0.008773475447627162
3293.3,-0.07103510541389177,-0.007649218126450132,-0.008565907278188057
3293.3999999999996,-0.07186151811227474,-0.007638575414489448,-0.008285719273518398
3293.5,-0.07266109437272046,-0.007273327430729902,-0.00793635311434815
3293.6,-0.07338142870865651,-0.006269732079180935,-0.007529956354106855
3293.7,-0.07394456346869839,-0.004409164154005518,-0.007089312646276057
3293.8,-0.07425978528694963,-0.0016482692083834422,-0.006646000399375364
3293.8999999999996,-0.07424504314828909,0.0018344397435155553,-0.006235339032282279
3294.0,-0.07384769576130457,0.00569398306524762,-0.0058897070082656695
3294.1,-0.07305489904254904,0.009543658254584439,-0.005632248658116208
3294.2,-0.07189027876861863,0.013074918359549432,-0.005473305602482773
3294.3,-0.07040102065449305,0.016116634176408164,-0.005410843911962663
3294.3999999999996,-0.06864312722257275,0.018622804317296196,-0.0054330633937918005
3294.5,-0.06667138747355521,0.020615869250504272,-0.005519786834526997
3294.6,-0.0645362215707216,0.022129114626645446,-0.005641454036467663
3294.7,-0.06228484327180107,0.023180910354366674,-0.005758260695103114
3294.8,-0.059962289640749046,0.023787081674257284,-0.005823586877292551
3294.8999999999996,-0.05760965447962948,0.02399228071085745,-0.0057936673825240296
3295.0,-0.055259862439368396,0.023889877057446423,-0.00564017814941198
3295.1,-0.05293336052351485,0.023611685777318724,-0.00535827902470184
3295.2,-0.05063636462738442,0.023295029378707022,-0.004964671430273992
3295.3,-0.048362860367856024,0.023048094000805704,-0.004487656774504188
3295.3999999999996,-0.046099655954670915,0.022926593636477387,-0.003956569384172801
3295.5,-0.043832810073827166,0.02292492371581169,-0.003396710533662903
3295.6,-0.04155356481850517,0.022984546819267468,-0.0028298890214218907
3295.7,-0.03926179699175938,0.023020822944563774,-0.0022757724526024947
3295.8,-0.0369658081425979,0.02295742163673347,-0.0017507062474718573
3295.8999999999996,-0.034679320952283335,0.022746000451600832,-0.001266199798478708
3296.0,-0.03241850904931585,0.022357794146268917,-0.0008301973441615763
3296.1,-0.03020173035186173,0.0217605256290269,-0.0004499344449915197
3296.2,-0.028051446466621693,0.020912584998947607,-0.0001328562757339895
3296.3,-0.02599456897887329,0.01979109860265438,0.00011547743769899422
3296.3999999999996,-0.024058463717779272,0.018428517149710406,0.0002944630778877586
3296.5,-0.022264820634818754,0.01691030584059207,0.0004108079991218167
3296.6,-0.02062684847236508,0.015320628343406879,0.0004793024246120416
3296.7,-0.019152468265241075,0.013684423999309102,0.0005200887709350608
3296.8,-0.017849991332463767,0.011966556650643584,0.0005517739995826463
3296.8999999999996,-0.016730380825704588,0.010125528168634023,0.0005835491674408044
3297.0,-0.015804744753322168,0.008159322037558236,0.0006104694894188086
3297.1,-0.015081049510481804,0.006102245175386597,0.0006142946989166255
3297.2,-0.014563741865425608,0.003993141271918614,0.0005708457150723322
3297.3,-0.01425583491540956,0.0018554907639443848,0.00046254853810032284
3297.3999999999996,-0.014160293180002502,-0.00029399101464326166,0.0002901665109168096
3297.5,-0.014278477385828853,-0.0024220576213896347,7.450125411324773e-05
3297.6,-0.014606594713608789,-0.004468588076188281,-0.00015590342898021841
3297.7,-0.015133100627019584,-0.006359322764161294,-0.0003820247124433427
3297.8,-0.015838488031723157,-0.008021834336028707,-0.0006008030744188762
3297.8999999999996,-0.01669610015981552,-0.009387248781947032,-0.0008153166686757186
3298.0,-0.01767259294467977,-0.010391955789609659,-0.0010204499318212578
3298.1,-0.018729281887117723,-0.011000508088176961,-0.0012003852552784978
3298.2,-0.019826629597932268,-0.011238984622280183,-0.0013412268867855738
3298.3,-0.020931437983613986,-0.011203486543191277,-0.0014458535195911257
3298.3999999999996,-0.022022842799050344,-0.011027058571418424,-0.0015365984453450533
3298.5,-0.023093576129164885,-0.010829673138226917,-0.0016449601166311281
3298.6,-0.024146861849230043,-0.010688793600010403,-0.0018002258248153895
3298.7,-0.025191934680188405,-0.010639935859097267,-0.00202707581522424
3298.8,-0.026240256201606218,-0.010687742467490895,-0.002349338833894778
3298.8999999999996,-0.02730252899231948,-0.01081201388698706,-0.0027901448025141936
3299.0,-0.028386297307919594,-0.010973140723394685,-0.003365249709408251
3299.1,-0.029494691537359355,-0.011126394051642495,-0.004074753283384266
3299.2,-0.030626913201236377,-0.011241367072046324,-0.00489873520046254
3299.3,-0.03178016964220759,-0.011314417651684096,-0.005798414645743764
3299.3999999999996,-0.03295226790793761,-0.011369035836941542,-0.006721730856606975
3299.5,-0.03414426798151755,-0.011449262850584181,-0.00761142240788711
3299.6,-0.035362554512634065,-0.011611737956072747,-0.00841402954401516
3299.7,-0.036619340980083126,-0.011914487682985395,-0.009088195466864669
3299.8,-0.037931011631096585,-0.012401239058994066,-0.009609939599062823
3299.8999999999996,-0.03931519082014546,-0.013088728905581565,-0.00997305517642091
3300.0,-0.04078804915325309,-0.013963065923089138,-0.010184909389458981
3300.1,-0.042362170419210365,-0.01498081455114404,-0.010259635923650678
3300.2,-0.04404424377948742,-0.016069892914057048,-0.010211432839203994
3300.3,-0.045832380742891754,-0.017134814589818737,-0.010050535947550296
3300.3999999999996,-0.047714383251913586,-0.018073868349222155,-0.00978317485456188
3300.5,-0.049668843072732886,-0.018805977484150846,-0.009415017748883604
3300.6,-0.0516694702742328,-0.019293919913430917,-0.008956125125621729
3300.7,-0.05369079092828414,-0.019550742782662146,-0.008424835019616553
3300.8,-0.05571251516105436,-0.01962527260396383,-0.007848780865928362
3300.8999999999996,-0.05772091594659703,-0.019574116265576657,-0.007263289918151381
3301.0,-0.05970725857439021,-0.01943559700714513,-0.006708337991435529
3301.1,-0.061664763870666855,-0.019220812872446712,-0.006223874596488152
3301.2,-0.0635862693686061,-0.01892624288207296,-0.005843194130719271
3301.3,-0.06546422293314791,-0.018555525217892162,-0.005586049222422273
3301.3999999999996,-0.06729264048999728,-0.018129904993129817,-0.005453849246573455
3301.5,-0.06906880060993745,-0.017677880905259537,-0.005428437997506911
3301.6,-0.07079278630827823,-0.017215123128197563,-0.00547588364564481
3301.7,-0.07246509798184507,-0.016734258795590096,-0.005556730663174859
3301.8,-0.07408431406331613,-0.016213484493987646,-0.00564104685233614
3301.8999999999996,-0.07564665792759746,-0.015637269346985144,-0.005720707410343087
3302.0,-0.07714791867814809,-0.015014762693608057,-0.005809903970338765
